Timestamp,JoystickID,EventType
2025-03-26 14:40:40.119,0,Please plug in a joystick.
2025-03-26 14:40:40.454,1,Joystick #1 ('Nintendo Switch Pro Controller') added
2025-03-26 14:40:57.656,1,Joystick #1 axis 5 -> -32768
2025-03-26 14:40:57.860,1,Joystick #1 axis 5 -> -32768
2025-03-26 14:41:10.012,1,Joystick #1 axis 5 -> 32767
2025-03-26 14:41:11.109,1,Joystick #1 axis 1 -> -11
2025-03-26 14:41:11.154,1,Joystick #1 axis 0 -> 2023
2025-03-26 14:41:11.194,1,Joystick #1 axis 0 -> 1086
2025-03-26 14:41:11.375,1,Joystick #1 axis 0 -> -3054
2025-03-26 14:41:11.451,1,Joystick #1 axis 0 -> -3031
2025-03-26 14:41:11.492,1,Joystick #1 axis 0 -> -2871
2025-03-26 14:41:11.612,1,Joystick #1 axis 0 -> -2756
2025-03-26 14:41:11.892,1,Joystick #1 axis 0 -> -2825
2025-03-26 14:41:11.993,1,Joystick #1 axis 0 -> -2871
2025-03-26 14:41:12.051,1,Joystick #1 axis 0 -> -2871
2025-03-26 14:41:12.095,1,Joystick #1 axis 0 -> -2825
2025-03-26 14:41:12.135,1,Joystick #1 axis 0 -> -2871
2025-03-26 14:41:12.336,1,Joystick #1 axis 0 -> -2802
2025-03-26 14:41:12.450,1,Joystick #1 axis 0 -> -2871
2025-03-26 14:41:12.513,1,Joystick #1 axis 0 -> -2779
2025-03-26 14:41:12.553,1,Joystick #1 axis 0 -> -2024
2025-03-26 14:41:12.596,1,Joystick #1 axis 0 -> -1636
2025-03-26 14:41:12.636,1,Joystick #1 axis 0 -> -240
2025-03-26 14:41:12.752,1,Joystick #1 axis 0 -> 3579
2025-03-26 14:41:12.792,1,Joystick #1 axis 0 -> 7101
2025-03-26 14:41:12.832,1,Joystick #1 axis 0 -> 8382
2025-03-26 14:41:12.873,1,Joystick #1 axis 0 -> 9778
2025-03-26 14:41:12.954,1,Joystick #1 axis 0 -> 9869
2025-03-26 14:41:12.994,1,Joystick #1 axis 0 -> 8703
2025-03-26 14:41:13.036,1,Joystick #1 axis 0 -> 6118
2025-03-26 14:41:13.087,1,Joystick #1 axis 0 -> 5569
2025-03-26 14:41:13.127,1,Joystick #1 axis 0 -> 79
2025-03-26 14:41:13.167,1,Joystick #1 axis 0 -> -1132
2025-03-26 14:41:13.207,1,Joystick #1 axis 0 -> -3191
2025-03-26 14:41:13.254,1,Joystick #1 axis 0 -> -3694
2025-03-26 14:41:13.295,1,Joystick #1 axis 0 -> -3831
2025-03-26 14:41:13.338,1,Joystick #1 axis 0 -> -5112
2025-03-26 14:41:13.378,1,Joystick #1 axis 0 -> -6668
2025-03-26 14:41:13.428,1,Joystick #1 axis 0 -> -7217
2025-03-26 14:41:13.505,1,Joystick #1 axis 0 -> -7194
2025-03-26 14:41:13.545,1,Joystick #1 axis 0 -> -6256
2025-03-26 14:41:13.585,1,Joystick #1 axis 0 -> -3465
2025-03-26 14:41:13.625,1,Joystick #1 axis 0 -> 1863
2025-03-26 14:41:13.665,1,Joystick #1 axis 0 -> 4265
2025-03-26 14:41:13.740,1,Joystick #1 axis 0 -> 4334
2025-03-26 14:41:13.780,1,Joystick #1 axis 0 -> 2801
2025-03-26 14:41:13.820,1,Joystick #1 axis 0 -> 354
2025-03-26 14:41:13.860,1,Joystick #1 axis 0 -> -1567
2025-03-26 14:41:13.900,1,Joystick #1 axis 0 -> -3260
2025-03-26 14:41:13.940,1,Joystick #1 axis 0 -> -4266
2025-03-26 14:41:13.980,1,Joystick #1 axis 0 -> -4769
2025-03-26 14:41:14.023,1,Joystick #1 axis 0 -> -5341
2025-03-26 14:41:14.066,1,Joystick #1 axis 0 -> -5570
2025-03-26 14:41:14.106,1,Joystick #1 axis 0 -> -5707
2025-03-26 14:41:14.146,1,Joystick #1 axis 0 -> -6439
2025-03-26 14:41:14.186,1,Joystick #1 axis 0 -> -8132
2025-03-26 14:41:14.226,1,Joystick #1 axis 0 -> -9230
2025-03-26 14:41:14.268,1,Joystick #1 axis 0 -> -13301
2025-03-26 14:41:14.312,1,Joystick #1 axis 0 -> -14788
2025-03-26 14:41:14.354,1,Joystick #1 axis 0 -> -14903
2025-03-26 14:41:14.408,1,Joystick #1 axis 0 -> -15292
2025-03-26 14:41:14.453,1,Joystick #1 axis 0 -> -15223
2025-03-26 14:41:14.493,1,Joystick #1 axis 0 -> -14079
2025-03-26 14:41:14.533,1,Joystick #1 axis 0 -> -11494
2025-03-26 14:41:14.573,1,Joystick #1 axis 0 -> -8681
2025-03-26 14:41:14.613,1,Joystick #1 axis 0 -> -4083
2025-03-26 14:41:14.653,1,Joystick #1 axis 0 -> 3304
2025-03-26 14:41:14.693,1,Joystick #1 axis 0 -> 7216
2025-03-26 14:41:14.746,1,Joystick #1 axis 0 -> 7239
2025-03-26 14:41:14.786,1,Joystick #1 axis 0 -> 5615
2025-03-26 14:41:14.883,1,Joystick #1 axis 0 -> 4265
2025-03-26 14:41:14.940,1,Joystick #1 axis 0 -> 4265
2025-03-26 14:41:14.980,1,Joystick #1 axis 0 -> 2984
2025-03-26 14:41:15.086,1,Joystick #1 axis 0 -> 2641
2025-03-26 14:41:15.126,1,Joystick #1 axis 0 -> 4517
2025-03-26 14:41:15.166,1,Joystick #1 axis 0 -> 6438
2025-03-26 14:41:15.206,1,Joystick #1 axis 0 -> 7833
2025-03-26 14:41:15.246,1,Joystick #1 axis 0 -> 19705
2025-03-26 14:41:15.286,1,Joystick #1 axis 0 -> 22496
2025-03-26 14:41:15.326,1,Joystick #1 axis 0 -> 26453
2025-03-26 14:41:15.366,1,Joystick #1 axis 0 -> 29518
2025-03-26 14:41:15.407,1,Joystick #1 axis 0 -> 30548
2025-03-26 14:41:15.447,1,Joystick #1 axis 0 -> 32332
2025-03-26 14:41:15.502,1,Joystick #1 axis 0 -> 32538
2025-03-26 14:41:15.544,1,Joystick #1 axis 0 -> 32240
2025-03-26 14:41:15.589,1,Joystick #1 axis 0 -> 23068
2025-03-26 14:41:15.629,1,Joystick #1 axis 0 -> 7079
2025-03-26 14:41:15.669,1,Joystick #1 axis 0 -> -469
2025-03-26 14:41:15.709,1,Joystick #1 axis 0 -> -7057
2025-03-26 14:41:15.750,1,Joystick #1 axis 0 -> -9596
2025-03-26 14:41:15.790,1,Joystick #1 axis 0 -> -10236
2025-03-26 14:41:15.830,1,Joystick #1 axis 0 -> -11471
2025-03-26 14:41:15.878,1,Joystick #1 axis 0 -> -11837
2025-03-26 14:41:15.926,1,Joystick #1 axis 0 -> -11906
2025-03-26 14:41:15.966,1,Joystick #1 axis 0 -> -15772
2025-03-26 14:41:16.036,1,Joystick #1 axis 0 -> -17121
2025-03-26 14:41:16.076,1,Joystick #1 axis 0 -> -16870
2025-03-26 14:41:16.118,1,Joystick #1 axis 0 -> -8864
2025-03-26 14:41:16.158,1,Joystick #1 axis 0 -> -4426
2025-03-26 14:41:16.198,1,Joystick #1 axis 0 -> -2436
2025-03-26 14:41:16.238,1,Joystick #1 axis 0 -> 354
2025-03-26 14:41:16.379,1,Joystick #1 axis 0 -> 1154
2025-03-26 14:41:16.419,1,Joystick #1 axis 0 -> -1658
2025-03-26 14:41:16.459,1,Joystick #1 axis 0 -> -4335
2025-03-26 14:41:16.499,1,Joystick #1 axis 0 -> -6691
