Timestamp,JoystickID,EventType
2025-03-26 14:30:56.156,0,Please plug in a joystick.
2025-03-26 14:30:56.499,1,Joystick #1 ('Nintendo Switch Pro Controller') added
2025-03-26 14:31:26.779,1,Joystick #1 axis 5 -> -32768
2025-03-26 14:31:26.832,1,Joystick #1 axis 5 -> -32768
2025-03-26 14:31:27.017,1,Joystick #1 axis 5 -> 32767
2025-03-26 14:31:27.141,1,Joystick #1 axis 5 -> -32768
2025-03-26 14:31:27.285,1,Joystick #1 axis 5 -> 32767
2025-03-26 14:31:29.884,1,Joystick #1 axis 1 -> -11
2025-03-26 14:31:29.925,1,Joystick #1 axis 1 -> -4907
2025-03-26 14:31:29.965,1,Joystick #1 axis 0 -> -743
2025-03-26 14:31:30.005,1,Joystick #1 axis 0 -> -5547
2025-03-26 14:31:30.045,1,Joystick #1 axis 0 -> -11540
2025-03-26 14:31:30.085,1,Joystick #1 axis 0 -> -13484
2025-03-26 14:31:30.127,1,Joystick #1 axis 0 -> -11998
2025-03-26 14:31:30.167,1,Joystick #1 axis 0 -> -8292
2025-03-26 14:31:30.218,1,Joystick #1 axis 0 -> -6805
2025-03-26 14:31:30.257,1,Joystick #1 axis 0 -> -3946
2025-03-26 14:31:30.413,1,Joystick #1 axis 0 -> -3511
2025-03-26 14:31:30.480,1,Joystick #1 axis 0 -> -3534
2025-03-26 14:31:30.520,1,Joystick #1 axis 0 -> -9367
2025-03-26 14:31:30.560,1,Joystick #1 axis 0 -> -5547
2025-03-26 14:31:30.600,1,Joystick #1 axis 0 -> -2047
2025-03-26 14:31:30.696,1,Joystick #1 axis 0 -> -1841
2025-03-26 14:31:30.736,1,Joystick #1 axis 0 -> -904
2025-03-26 14:31:30.782,1,Joystick #1 axis 0 -> 742
2025-03-26 14:31:30.831,1,Joystick #1 axis 0 -> 1497
2025-03-26 14:31:30.880,1,Joystick #1 axis 0 -> 1589
2025-03-26 14:31:30.933,1,Joystick #1 axis 0 -> 1703
2025-03-26 14:31:30.973,1,Joystick #1 axis 0 -> 2069
2025-03-26 14:31:31.148,1,Joystick #1 axis 0 -> 2206
2025-03-26 14:31:31.277,1,Joystick #1 axis 0 -> 2229
2025-03-26 14:31:31.322,1,Joystick #1 axis 0 -> 2595
2025-03-26 14:31:31.362,1,Joystick #1 axis 0 -> 3487
2025-03-26 14:31:31.402,1,Joystick #1 axis 0 -> 4494
2025-03-26 14:31:31.443,1,Joystick #1 axis 0 -> 4723
2025-03-26 14:31:31.484,1,Joystick #1 axis 0 -> 4906
2025-03-26 14:31:31.527,1,Joystick #1 axis 0 -> 5180
2025-03-26 14:31:31.568,1,Joystick #1 axis 0 -> 5523
2025-03-26 14:31:31.616,1,Joystick #1 axis 0 -> 5523
2025-03-26 14:31:31.657,1,Joystick #1 axis 0 -> 5523
2025-03-26 14:31:31.885,1,Joystick #1 axis 0 -> 5500
2025-03-26 14:31:31.935,1,Joystick #1 axis 0 -> 5477
2025-03-26 14:31:31.975,1,Joystick #1 axis 0 -> 4357
2025-03-26 14:31:32.021,1,Joystick #1 axis 0 -> 2984
2025-03-26 14:31:32.063,1,Joystick #1 axis 0 -> 2687
2025-03-26 14:31:32.104,1,Joystick #1 axis 0 -> 2389
2025-03-26 14:31:32.179,1,Joystick #1 axis 0 -> 2321
2025-03-26 14:31:32.220,1,Joystick #1 axis 0 -> 2138
2025-03-26 14:31:32.260,1,Joystick #1 axis 1 -> -28493
2025-03-26 14:31:32.300,1,Joystick #1 axis 1 -> -23069
2025-03-26 14:31:32.340,1,Joystick #1 axis 1 -> -19322
2025-03-26 14:31:32.380,1,Joystick #1 axis 1 -> -17118
2025-03-26 14:31:32.421,1,Joystick #1 axis 1 -> -16892
2025-03-26 14:31:32.462,1,Joystick #1 axis 0 -> 1474
2025-03-26 14:31:32.502,1,Joystick #1 axis 5 -> 32767
2025-03-26 14:31:32.542,1,Joystick #1 axis 0 -> 4860
2025-03-26 14:31:32.582,1,Joystick #1 axis 0 -> 6072
2025-03-26 14:31:32.622,1,Joystick #1 axis 0 -> 8062
2025-03-26 14:31:32.665,1,Joystick #1 axis 0 -> 9755
2025-03-26 14:31:32.727,1,Joystick #1 axis 0 -> 10144
2025-03-26 14:31:32.821,1,Joystick #1 axis 0 -> 10464
2025-03-26 14:31:32.875,1,Joystick #1 axis 0 -> 10418
2025-03-26 14:31:32.917,1,Joystick #1 axis 0 -> 9663
2025-03-26 14:31:32.958,1,Joystick #1 axis 0 -> 5157
2025-03-26 14:31:32.998,1,Joystick #1 axis 0 -> -858
2025-03-26 14:31:33.038,1,Joystick #1 axis 0 -> -7743
2025-03-26 14:31:33.096,1,Joystick #1 axis 0 -> -8749
